ItemID,Domain,Pvalue,PBS,RaschB,Enemy
NCX0010,Basic Care & Comfort,0.4795714285714286,0.4141175597589504,0.0668685372473838,NCX0199
NCX0198,Basic Care & Comfort,0.7164285714285714,0.3812088454103116,-1.115410394358845,
NCX0067,Basic Care & Comfort,0.7252857142857143,0.3610701232017426,-1.21532001878548,"NCX0083,NCX0122"
NCX0192,Basic Care & Comfort,0.5134285714285715,0.4117118533422083,-0.103522458984287,
NCX0118,Basic Care & Comfort,0.1701428571428572,0.3361823407126669,1.894436117872427,
NCX0112,Basic Care & Comfort,0.6244285714285714,0.3987375379299505,-0.6382417669019806,
NCX0016,Basic Care & Comfort,0.5171428571428571,0.4135813152704697,-0.1225471432214439,
NCX0087,Basic Care & Comfort,0.77,0.3608043389831332,-1.430768702177932,NCX0009
NCX0076,Basic Care & Comfort,0.5788571428571428,0.399949021974031,-0.4333456235437108,
NCX0145,Basic Care & Comfort,0.434,0.4093962454759391,0.3297833450036369,
NCX0183,Basic Care & Comfort,0.6405714285714286,0.3982415685514469,-0.7262535762349501,
NCX0171,Basic Care & Comfort,0.6447142857142857,0.4068358785957091,-0.6915322655073503,
NCX0142,Basic Care & Comfort,0.9267142857142856,0.2368630367074439,-2.939862644154559,
NCX0074,Basic Care & Comfort,0.7824285714285715,0.3407048522773485,-1.466955826417494,
NCX0179,Basic Care & Comfort,0.5922857142857143,0.416238103292612,-0.4939732403980099,
NCX0168,Basic Care & Comfort,0.3724285714285714,0.40167822409023,0.5971901328939364,
NCX0191,Basic Care & Comfort,0.2881428571428571,0.3909476930061238,1.090334035414411,
NCX0019,Basic Care & Comfort,0.653,0.3925400619597921,-0.8055662370183722,
NCX0046,Basic Care & Comfort,0.4161428571428571,0.4053017737390236,0.4299354972024297,
NCX0185,Basic Care & Comfort,0.369,0.4166111457144179,0.6242421123651911,
NCX0099,Basic Care & Comfort,0.1812857142857143,0.3175691785244796,1.820536377797708,
NCX0209,Basic Care & Comfort,0.4252857142857143,0.4106152675369556,0.3677263789457162,NCX0109
NCX0211,Basic Care & Comfort,0.3164285714285714,0.3960410725977893,0.9105332962109884,
NCX0196,Basic Care & Comfort,0.4325714285714286,0.3938850867018066,0.3243339801800639,
NCX0149,Basic Care & Comfort,0.491,0.412443614277675,0.0281664951736347,
NCX0105,Basic Care & Comfort,0.3837142857142857,0.3948690894196697,0.56663600702961,NCX0052
NCX0031,Basic Care & Comfort,0.3757142857142857,0.3968991796102034,0.6010201801753092,NCX0125
NCX0026,Basic Care & Comfort,0.2938571428571429,0.3755693400756123,1.104778334636485,
NCX0176,Basic Care & Comfort,0.8858571428571429,0.2957661905656823,-2.366783684643749,
NCX0017,Basic Care & Comfort,0.6528571428571428,0.405981297418634,-0.7802980061814119,
NCX0056,Basic Care & Comfort,0.4078571428571429,0.4020115358804898,0.4529730239036939,
NCX0139,Basic Care & Comfort,0.7962857142857143,0.3330980115059592,-1.615337659186794,
NCX0159,Basic Care & Comfort,0.6025714285714285,0.4070547428748703,-0.5143199748966704,
NCX0094,Basic Care & Comfort,0.6472857142857142,0.4321710765519398,-0.7547979440140997,
NCX0070,Basic Care & Comfort,0.1498571428571429,0.3113670676483759,2.045707915962885,"NCX0032,NCX0123"
NCX0203,Basic Care & Comfort,0.4995714285714286,0.416416313353431,-0.0024175401303203,
NCX0172,Basic Care & Comfort,0.6857142857142857,0.4088316269972312,-0.9074848830824334,
NCX0153,Basic Care & Comfort,0.4934285714285714,0.4033120906646732,0.0222587385219291,
NCX0098,Basic Care & Comfort,0.7751428571428571,0.3339107632894575,-1.49723059322127,
NCX0085,Basic Care & Comfort,0.3027142857142857,0.3882354826291596,0.953913617891382,
NCX0102,Basic Care & Comfort,0.6355714285714286,0.4211392774811655,-0.6540912206094215,
NCX0201,Basic Care & Comfort,0.6857142857142857,0.3994422380961554,-1.006712672930209,
NCX0061,Basic Care & Comfort,0.3832857142857143,0.3940121202012528,0.5424311755682989,
NCX0080,Basic Care & Comfort,0.5067142857142857,0.4076616434742849,-0.0330756023990367,
